COURSE CODE,TITLE,LOCAL CREDIT,ECTS CREDIT,REMAINING / TOTAL QUOTA,CAMPUS,CLASSROOM(S),INSTRUCTOR NAME,INSTRUCTOR SURNAME,ASSISTANT,TIME SLOT,FACULTY NAME,COURSE HOUR(S),LIVE SECTION	
ARCH4411.1,Steel Structures (3),3,5,10 / 30,Åžile,"D/K-113, D/K-113, D/K-113",AYÅžE BERNA,BÃœYÃœKÅžÄ°ÅžLÄ°,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,NO	
ARCH4421.1,Open and Green Space Design for Architecture (3),3,5,6 / 25,Åžile,"D/K-103, D/K-103, D/K-103",Ã–ZGE,Ã‡ELÄ°K YILMAZ,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,NO	
ARCH4424.1,Contemporary Approaches In Architectural Presentation (3),3,5,13 / 20,Åžile,"D/K-103, D/K-103, D/K-103",FERHAT,BULDUK,STAFF,,"Faculty of Arts, Design and Architecture",3,NO	
ARCH4900.1,Graduation Project (4),4,12,5 / 10,Åžile,"D/K-102, D/K-102, D/K-102, D/K-102, D/K-102, D/K-102, D/K-102, D/K-102",NURAN ZEREN GÃœLERSOY 2,,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20, Ã‡arÅŸamba 12:30 - 13:20, Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20, Ã‡arÅŸamba 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
ARCH4900.2,Graduation Project (4),4,12,1 / 10,Åžile,"D/K-102, D/K-102, D/K-102, D/K-102, D/K-102, D/K-102, D/K-102, D/K-102",Ã–ZLEM SILA,DURHAN,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20, Ã‡arÅŸamba 12:30 - 13:20, Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20, Ã‡arÅŸamba 15:30 - 16:20, Ã‡arÅŸamba 16:30 - 17:20","Faculty of Arts, Design and Architecture",8,NO	
BIOL1101.1,Biology (3),3,5,9 / 90,Åžile,"DMF-313, DMF-313, DMF-313",SÄ°BEL,YILMAZ,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,YES	
BÄ°LP1001.1,Bilgisayara GiriÅŸ (3),3,3,0 / 65,Online,"-, -, -",GÃœLSÃœM,KAMER,STAFF,,Vocational School,0,YES	
BÄ°LP1122.1,WEB AND INTERNET PROGRAMMING I (3),3,5,0 / 45,Online,"-, -, -",TAHA,AYDOÄžMUÅž,STAFF,,Vocational School,3,YES	
BÄ°LP1122.2,WEB AND INTERNET PROGRAMMING I (3),3,5,8 / 45,Online,"-, -, -",TAHA,AYDOÄžMUÅž,STAFF,,Vocational School,3,YES	
BÄ°LP1122.3,WEB AND INTERNET PROGRAMMING I (3),3,5,7 / 60,Online,"-, -, -",TAHA,AYDOÄžMUÅž,STAFF,,Vocational School,3,YES	
BÄ°LP1122.4,WEB AND INTERNET PROGRAMMING I (3),3,5,0 / 0,Maslak,,STAFF,,STAFF,,Vocational School,3,NO	
BÄ°LP1122.5,WEB AND INTERNET PROGRAMMING I (3),3,5,0 / 0,Maslak,,STAFF,,STAFF,,Vocational School,3,NO	
BÄ°LP1123.1,VISUAL PROGRAMMING I (3),3,5,0 / 27,Maslak,"A114, A114, A114",Ã–NER,AYTAÅž,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20",Vocational School,3,NO	
BÄ°LP1123.2,VISUAL PROGRAMMING I (3),3,5,0 / 31,Maslak,"A114, A114, A114",Ã–NER,AYTAÅž,STAFF,"SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20",Vocational School,3,NO	
BÄ°LP1123.3,VISUAL PROGRAMMING I (3),3,5,0 / 28,Maslak,"A114, A114, A114",Ã–NER,AYTAÅž,STAFF,"Cuma 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",Vocational School,3,NO	
BÄ°LP1123.4,VISUAL PROGRAMMING I (3),3,5,2 / 30,Maslak,"A114, A114, A114",Ã–NER,AYTAÅž,STAFF,,Vocational School,3,NO	
BÄ°LP1123.5,VISUAL PROGRAMMING I (3),3,5,1 / 30,Maslak,"A114, A114, A114",Ã–NER,AYTAÅž,STAFF,,Vocational School,3,NO	
BÄ°LP1123.6,VISUAL PROGRAMMING I (3),3,5,0 / 27,Maslak,"A114, A114, A114",Ã–NER,AYTAÅž,STAFF,,Vocational School,3,NO	
BÄ°LP1123.7,VISUAL PROGRAMMING I (3),3,5,5 / 25,Maslak,"A114, A114, A114",Ã–NER,AYTAÅž,STAFF,"Cuma 08:30 - 09:20, Cuma 08:30 - 09:20",Vocational School,3,NO	
BÄ°LP1124.1,DATABASE II (3),3,5,0 / 30,Maslak,"A114, A114, A114",TUÄžÃ‡E,ÅžEN,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20",Vocational School,3,NO	
BÄ°LP1124.2,DATABASE II (3),3,5,0 / 30,Maslak,"A114, A114, A114",TUÄžÃ‡E,ÅžEN,STAFF,"Ã‡arÅŸamba 12:30 - 13:20, Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20",Vocational School,3,NO	
BÄ°LP1124.3,DATABASE II (3),3,5,17 / 30,Maslak,"A114, A114, A114",TUÄžÃ‡E,ÅžEN,STAFF,"Ã‡arÅŸamba 15:30 - 16:20, Ã‡arÅŸamba 16:30 - 17:20, Ã‡arÅŸamba 17:30 - 18:20",Vocational School,3,NO	
BÄ°LP1124.4,DATABASE II (3),3,5,0 / 30,Maslak,"A114, A114, A114",TUÄžÃ‡E,ÅžEN,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 08:30 - 09:20",Vocational School,3,NO	
BÄ°LP1124.5,DATABASE II (3),3,5,10 / 30,Maslak,"A114, A114, A114",TUÄžÃ‡E,ÅžEN,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 08:30 - 09:20",Vocational School,3,NO	
BÄ°LP1125.1,Nesnelerin Ä°nterneti  (3),3,5,0 / 40,Maslak,"A103, A103, A103",KURTULUÅž,KILÃ‡ER,STAFF,"Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",Vocational School,4,NO	
BÄ°LP1125.2,Nesnelerin Ä°nterneti  (3),3,5,1 / 40,Maslak,"A203, A203, A203",KURTULUÅž,KILÃ‡ER,STAFF,"Pazartesi 15:30 - 16:20, Pazartesi 16:30 - 17:20, Pazartesi 17:30 - 18:20",Vocational School,4,NO	
BÄ°LP1125.3,Nesnelerin Ä°nterneti  (3),3,5,0 / 30,Maslak,"A402, A402, A402",KURTULUÅž,KILÃ‡ER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 08:30 - 09:20",Vocational School,4,NO	
BÄ°LP1125.4,Nesnelerin Ä°nterneti  (3),3,5,8 / 30,Maslak,"A320, A320, A320",KURTULUÅž,KILÃ‡ER,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 08:30 - 09:20",Vocational School,4,NO	
BÄ°LP2132.1,COMPUTER HARDWARE (3),3,4,12 / 75,Maslak,"B108, B108, B108",GÃœLSÃœM,KAMER,STAFF,"Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",Vocational School,0,NO	
BÄ°LP2132.2,COMPUTER HARDWARE (3),3,4,11 / 55,Maslak,"B151, B151, B151",GÃœLSÃœM,KAMER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 08:30 - 09:20",Vocational School,0,NO	
BÄ°LP2141.1,SYSTEM ANALYSIS AND DESIGN (3),3,4,6 / 75,Maslak,"B108, B108, B108",KURTULUÅž,KILÃ‡ER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20",Vocational School,0,NO	
BÄ°LP2141.2,SYSTEM ANALYSIS AND DESIGN (3),3,4,12 / 55,Maslak,"B151, B151, B151",KURTULUÅž,KILÃ‡ER,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 08:30 - 09:20",Vocational School,0,NO	
BÄ°LP2142.1,OBJECT ORIENTED PROGRAMMING II (3),3,5,0 / 35,Maslak,"A114, A114, A114",HALÄ°S FURKAN,BAYRAM,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 09:30 - 10:20, SalÄ± 11:30 - 12:20",Vocational School,0,NO	
BÄ°LP2142.2,OBJECT ORIENTED PROGRAMMING II (3),3,5,3 / 35,Maslak,"A114, A114, A114",HALÄ°S FURKAN,BAYRAM,STAFF,"SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20, SalÄ± 17:30 - 18:20",Vocational School,0,NO	
BÄ°LP2142.3,OBJECT ORIENTED PROGRAMMING II (3),3,5,1 / 25,Maslak,"A114, A114, A114",HALÄ°S FURKAN,BAYRAM,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 08:30 - 09:20",Vocational School,0,NO	
BÄ°LP2142.4,OBJECT ORIENTED PROGRAMMING II (3),3,5,0 / 25,Maslak,"A114, A114, A114",HALÄ°S FURKAN,BAYRAM,STAFF,"Cuma 08:30 - 09:20, Cuma 08:30 - 09:20",Vocational School,0,NO	
BÄ°LP2144.1,SOFTWARE ARCHITECTURES (3),3,4,17 / 80,Maslak,"B108, B108, B108",TAHA,AYDOÄžMUÅž,STAFF,"Cuma 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20",Vocational School,0,NO	
BÄ°LP2144.2,SOFTWARE ARCHITECTURES (3),3,4,6 / 50,Maslak,"B151, B151, B151",TAHA,AYDOÄžMUÅž,STAFF,"Cuma 08:30 - 09:20, Cuma 08:30 - 09:20",Vocational School,0,NO	
BÄ°LP2155.1,CONTENT MANAGEMENT SYSTEMS (3),3,5,1 / 35,Maslak,"A114, A114, A114",HALÄ°S FURKAN,BAYRAM,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20",Vocational School,0,NO	
BÄ°LP2155.2,CONTENT MANAGEMENT SYSTEMS (3),3,5,9 / 35,Maslak,"A114, A114, A114",HALÄ°S FURKAN,BAYRAM,STAFF,"Cuma 15:30 - 16:20, Cuma 16:30 - 17:20, Cuma 17:30 - 18:20",Vocational School,0,NO	
BÄ°LP2155.3,CONTENT MANAGEMENT SYSTEMS (3),3,5,2 / 40,Maslak,"A114, A114, A114",HALÄ°S FURKAN,BAYRAM,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 08:30 - 09:20",Vocational School,0,NO	
BÄ°LP2155.4,CONTENT MANAGEMENT SYSTEMS (3),3,5,0 / 0,Maslak,,STAFF,,STAFF,,Vocational School,0,NO	
BÄ°LP2909.1,INDUSTRIAL TRAINING,0,1,50 / 100,Maslak,,Ã–NER,AYTAÅž,STAFF,,Vocational School,0,NO	
BÄ°TE1001.1,Computer Literacy,0,1,96 / 100,Åžile,,SEYHUN,ALTUNBAY,STAFF,,"Faculty of Economics, Administrative and Social Sciences",0,YES	
BMED2102.1,Human Anatomy and Physiology (3),3,5,11 / 30,Åžile,"DMF-301, DMF-301, DMF-301",ALÄ° Ä°LKAY,UZUN,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO	
BMED3302.1,Biomedical instrumentation II (3),3,5,10 / 40,Åžile,"DMF-201, DMF-201",RÃœÅžTÃœ  MURAT,DEMÄ°RER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20",Faculty of Engineering and Natural Sciences,2,NO	
BMED3302-L.1,Biomedical instrumentation II,0,0,1 / 18,Åžile,"LMF-415, LMF-415",RÃœÅžTÃœ  MURAT,DEMÄ°RER,STAFF,"SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20",Faculty of Engineering and Natural Sciences,2,NO	
BMED3302-L.2,Biomedical instrumentation II,0,0,5 / 18,Åžile,"LMF-415, LMF-415",RÃœÅžTÃœ  MURAT,DEMÄ°RER,STAFF,"SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20",Faculty of Engineering and Natural Sciences,2,NO	
BMED3304.1,Therapeutic Medical Devices (3),3,5,3 / 40,Åžile,"DMF-115, DMF-115, DMF-115",SELDEN,Ã‡EPNÄ°,STAFF,"Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, SalÄ± 14:30 - 15:20",Faculty of Engineering and Natural Sciences,3,NO	
BMED3501.1,Biosignal Processing (3),3,5,2 / 30,Åžile,"DMF-003, DMF-003",RÃœÅžTÃœ  MURAT,DEMÄ°RER,STAFF,"Ã‡arÅŸamba 11:30 - 12:20, Ã‡arÅŸamba 12:30 - 13:20",Faculty of Engineering and Natural Sciences,2,NO	
BMED3501-L.1,Biosignal Processing,0,0,2 / 30,Åžile,"DMF-003, DMF-003",RÃœÅžTÃœ  MURAT,DEMÄ°RER,STAFF,"Ã‡arÅŸamba 15:30 - 16:20, Ã‡arÅŸamba 16:30 - 17:20",Faculty of Engineering and Natural Sciences,2,NO	
BMED3910.1,Summer Practice-I,0,1,3 / 10,Åžile,,AHMET,AKSEN,STAFF,,Faculty of Engineering and Natural Sciences,0,NO	
BMED3920.1,Summer Practice-I,0,2,18 / 20,Åžile,,AHMET,AKSEN,STAFF,,Faculty of Engineering and Natural Sciences,0,NO	
BMED4112.1,Management &amp	 Risk Analysis for Medical Devices (3),3,5,-4 / 15,Åžile,"DMF-400, DMF-400, DMF-400",SELDEN,Ã‡EPNÄ°,STAFF,"SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20",Faculty of Engineering and Natural Sciences,3,NO
BMED4401.1,Neuroscience Applications in Biomedical Engineering (5),5,5,1 / 20,Åžile,"DMF-004, DMF-004, DMF-004",YAKUP,Ã–ZSEZER,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO	
BMED4801.1,Medical laboratory techniques (3),3,5,1 / 15,Åžile,"ONLINE, ONLINE, ONLINE",TÄ°MUÃ‡Ä°N,AVÅžAR,STAFF,,Faculty of Engineering and Natural Sciences,3,YES	
BMED4803.1,Biosensors (3),3,5,11 / 15,Åžile,"DMF-301, DMF-301, DMF-301",SAKÄ°P,Ã–NDER,STAFF,"SalÄ± 08:30 - 09:20, SalÄ± 08:30 - 09:20",Faculty of Engineering and Natural Sciences,3,YES	
BMED4806.1,Clinical Care Informatics (3),3,5,11 / 15,Åžile,"DMF-303, DMF-303, DMF-303",RÃœÅžTÃœ  MURAT,DEMÄ°RER,STAFF,,Faculty of Engineering and Natural Sciences,3,NO	
BMED4902.1,Graduation Design Project (3),3,6,14 / 30,Åžile,,AHMET,AKSEN,STAFF,,Faculty of Engineering and Natural Sciences,0,NO	
BMED4910.1,Summer Practice-II,0,1,14 / 20,Åžile,,AHMET,AKSEN,STAFF,,Faculty of Engineering and Natural Sciences,0,NO	
BUS515T.1,Leadership and Team Management (3),3,7,40 / 50,Online,"-, -",ASLI,TUNCAY Ã‡ELÄ°KEL,STAFF,Ã‡arÅŸamba 08:30 - 09:20,School of Graduate Studies,0,YES	
BUS516T.1,Human Resources Management (3),3,7,38 / 50,Online,"-, -",YEÅžÄ°M PINAR,SOYKUT,STAFF,Pazartesi 08:30 - 09:20,School of Graduate Studies,0,YES	
BUS517.1,Neuromarketing (3),3,7,45 / 50,Maslak,"A302, A302, A302, A302",CANER,GÄ°RAY,STAFF,,School of Graduate Studies,0,NO	
BUS519T.1,Strategic Management (3),3,7,32 / 50,Online,"-, -",PINAR,AKSEKÄ°,STAFF,,School of Graduate Studies,0,YES	
BUS520.1,Research Methods (3),3,7,42 / 50,Maslak,"B255, B255, B255",SIRRI EMRAH,ÃœÃ‡ER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 08:30 - 09:20",School of Graduate Studies,0,NO	
BUS520T.1,Research Methods (3),3,7,37 / 50,Online,"-, -",EMÄ°NE BAÅžAK,TAVMAN,STAFF,SalÄ± 08:30 - 09:20,School of Graduate Studies,0,YES	
BUS520T.2,Research Methods (3),3,7,24 / 50,Online,"-, -",YILDIRIM ERCAN,Ã‡ALIÅž,STAFF,SalÄ± 08:30 - 09:20,School of Graduate Studies,0,YES	
BUS536T.1,International Marketing (3),3,7,31 / 50,Online,"-, -",KEMAL Ã–ZKAN,YILMAZ,STAFF,Ã‡arÅŸamba 08:30 - 09:20,School of Graduate Studies,0,YES	
BUS537T.1,Brand Management (3),3,7,43 / 50,Online,"-, -",ALÄ° MURAT,FERMAN,STAFF,,School of Graduate Studies,0,YES	
BUS538T.1,Digital Marketing (3),3,7,45 / 50,Online,"-, -",ANIL,ÅžERÄ°FSOY,STAFF,Ã‡arÅŸamba 08:30 - 09:20,School of Graduate Studies,0,YES	
BUS539T.1,Competition and Competition Strategies (3),3,7,44 / 50,Online,"-, -",EVRÄ°M,DEVELÄ°,STAFF,Pazartesi 08:30 - 09:20,School of Graduate Studies,0,YES	
BUS545T.1,Financial Management and Financial Analysis (3),3,7,29 / 50,Online,"-, -",SUAT,TEKER,STAFF,,School of Graduate Studies,0,YES	
BUS550.1,Digital Transformation Management (3),3,7,46 / 50,Maslak,"A302, A302, A302",FÄ°GEN,HARAVON,STAFF,,School of Graduate Studies,3,NO	
BUS576T.1,CAREER  AND TALENT MANAGEMENT (3),3,7,45 / 50,Online,"-, -",YEÅžÄ°M PINAR,SOYKUT,STAFF,SalÄ± 08:30 - 09:20,School of Graduate Studies,0,YES	
BUS577T.1,ETHICS IN WORKING LIFE AND SOCIAL RESPONSIBILITY (3),3,7,45 / 50,Online,"-, -",HABÄ°BE,AKÅžÄ°T EVÄ°NGÃœR,STAFF,Cuma 08:30 - 09:20,School of Graduate Studies,0,YES	
BUS585T.1,FINANCIAL ECONOMETRICS (3),3,7,39 / 50,Online,"-, -",ELÃ‡Ä°N AYKAÃ‡,ALP,STAFF,Cuma 08:30 - 09:20,School of Graduate Studies,0,YES	
BUS586T.1,ADVANCED CORPORATE FINANCE (3),3,7,12 / 50,Online,"-, -",DÄ°LEK,TEKER,STAFF,Pazartesi 08:30 - 09:20,School of Graduate Studies,0,YES	
BUS587T.1,INTERNATIONAL FINANCE (3),3,7,39 / 50,Online,"-, -",SUAT,TEKER,STAFF,,School of Graduate Studies,0,YES	
BUS588T.1,BANKING AND RISK MANAGEMENT (3),3,7,39 / 50,Online,"-, -",CÃœNEYT,DÄ°RÄ°CAN,STAFF,Ã‡arÅŸamba 08:30 - 09:20,School of Graduate Studies,0,YES	
BUS592.1,Psychoanalysis of Organization (3),3,7,45 / 50,Maslak,"A302, A302, A302",AHMET HAKAN,YÃœKSEL,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 08:30 - 09:20",School of Graduate Studies,3,NO	
BUS597.1,Master's Seminar,0,11,50 / 50,Maslak,A302,DÄ°LEK,TEKER,STAFF,Pazartesi 17:30 - 18:20,School of Graduate Studies,0,NO	
BUS597T.1,Masterâ€™s Seminar,0,11,47 / 50,Maslak,A302,DÄ°LEK,TEKER,STAFF,Ã‡arÅŸamba 17:30 - 18:20,School of Graduate Studies,0,NO	
BUS598.1,GRADUATION PROJECT,0,20,47 / 50,Maslak,,YEÅžÄ°M PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO	
BUS598T.1,Graduation Project,0,20,48 / 50,Maslak,,YEÅžÄ°M PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO	
BUS598T.2,Graduation Project,0,20,42 / 50,Maslak,,YEÅžÄ°M PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO	
BUS598T.3,Graduation Project,0,20,38 / 50,Maslak,,YEÅžÄ°M PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO	
BUS598T.4,Graduation Project,0,20,48 / 50,Maslak,,YEÅžÄ°M PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO	
BUS598T.5,Graduation Project,0,20,27 / 50,Maslak,,YEÅžÄ°M PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO	
BUS598T.6,Graduation Project,0,20,50 / 50,Maslak,,YEÅžÄ°M PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO	
BUS598T.7,Graduation Project,0,20,50 / 50,Åžile,,YEÅžÄ°M PINAR,SOYKUT,STAFF,,School of Graduate Studies,0,NO	
BUS599.1,Master's Thesis,0,60,23 / 30,Maslak,,DÄ°LEK,TEKER,STAFF,,School of Graduate Studies,0,NO	
BUS599T.1,Master's Thesis,0,60,50 / 50,Maslak,,DÄ°LEK,TEKER,STAFF,,School of Graduate Studies,0,NO	
BUS599T.2,Master's Thesis,0,60,50 / 50,Maslak,,DÄ°LEK,TEKER,STAFF,,School of Graduate Studies,0,NO	
BUS599T.3,Master's Thesis,0,60,42 / 50,Maslak,,DÄ°LEK,TEKER,STAFF,,School of Graduate Studies,0,NO	
BUS615.1,Current Issues in Management (3),3,7,50 / 50,Maslak,"A302, A302, A302",ASLI,TUNCAY Ã‡ELÄ°KEL,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 08:30 - 09:20",School of Graduate Studies,0,NO	
BUS696.1,PhD Thesis Proposal,0,30,50 / 50,Maslak,,DÄ°LEK,TEKER,STAFF,,School of Graduate Studies,0,NO	
BUS697.1,PhD  Seminar,0,21,47 / 50,Maslak,A302,DÄ°LEK,TEKER,STAFF,Ã‡arÅŸamba 08:30 - 09:20,School of Graduate Studies,0,NO	
BUS698.1,PHD QUALIFYING EXAM,0,0,46 / 50,Maslak,,DÄ°LEK,TEKER,STAFF,,School of Graduate Studies,0,NO	
BUS699.1,PhD Thesis,0,170,45 / 50,Maslak,,DÄ°LEK,TEKER,STAFF,,School of Graduate Studies,0,NO	
BUSI1302.1,Principles of Management (3),3,6,0 / 52,Åžile,"D/K-312, D/K-312, D/K-312",AHMET HAKAN,YÃœKSEL,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,NO	
BUSI1302.2,Principles of Management (3),3,6,14 / 50,Åžile,"DMF-312, DMF-312, DMF-312",AHMET HAKAN,YÃœKSEL,STAFF,"Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
BUSI1734.1,Business Law (3),3,6,5 / 50,Online,"ONLINE, ONLINE, ONLINE",MAHMUT ALPER,KILIÃ‡,STAFF,"Cuma 11:30 - 12:20, Cuma 12:30 - 13:20, Cuma 13:30 - 14:20","Faculty of Economics, Administrative and Social Sciences",3,YES	
BUSI1734.2,Business Law (3),3,6,15 / 50,Online,"ONLINE, ONLINE, ONLINE",EGEMEN,FALCIOÄžLU,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,YES	
BUSI2111.1,Financial Accounting (3),3,6,0 / 71,Åžile,"DMF-411, DMF-411, DMF-411",SAÄ°T SAYGIN,EYÃœPGÄ°LLER,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,YES	
BUSI2112.1,Managerial Accounting (3),3,6,43 / 50,Åžile,"DMF-202, DMF-202, DMF-214",SUAT,TEKER,STAFF,"SalÄ± 11:30 - 12:20, SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
BUSI3042.1,New Product Development (3),3,5,24 / 50,Åžile,"LMF-117, LMF-117, LMF-117",ASLI,TUNCAY Ã‡ELÄ°KEL,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
BUSI3062.1,Research Methods (3),3,6,17 / 50,Åžile,"DMF-202, DMF-202, DMF-202",SERDAR SALÄ°H,DURMUÅžOÄžLU,STAFF,"Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
BUSI3222.1,Corporate Finance (3),3,6,18 / 50,Åžile,"DMF-201, DMF-201, DMF-201",DÄ°LEK,TEKER,STAFF,"SalÄ± 12:30 - 13:20, SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
BUSI3444.1,Consumer Behavior (3),3,6,19 / 50,Åžile,"D/K-303, D/K-303, D/K-303",MERVE KADRÄ°YE,YURDABAK,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,YES	
BUSI3632.1,Human Resources Management (3),3,6,0 / 52,Åžile,"LMF-117, LMF-117, LMF-117",YEÅžÄ°M PINAR,SOYKUT,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
BUSI4068.1,Digital Transformation Management (3),3,5,0 / 58,Åžile,"D/K-312, D/K-312, D/K-312",FÄ°GEN,HARAVON,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,YES	
BUSI4441.1,International Marketing (3),3,6,2 / 50,Åžile,"DMF-312, DMF-312, DMF-312",ALÄ° MURAT,FERMAN,STAFF,"Cuma 15:30 - 16:20, Cuma 16:30 - 17:20, Cuma 17:30 - 18:20","Faculty of Economics, Administrative and Social Sciences",3,YES	
BUSI4448.1,Digital Marketing (3),3,5,13 / 50,Åžile,"D/K-211, D/K-211, D/K-211",ANIL,ÅžERÄ°FSOY,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,YES	
BUSI4572.1,Managerial Decision Making (3),3,5,0 / 42,Åžile,"LMF-316, LMF-316, LMF-316",GAMZE,KARAYAZ,STAFF,"Ã‡arÅŸamba 08:30 - 09:20, Ã‡arÅŸamba 09:30 - 10:20, Ã‡arÅŸamba 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO	
BUSI4573.1,Business Project Management (3),3,6,10 / 35,Åžile,"AMF-010, AMF-010",GAMZE,KARAYAZ,STAFF,"SalÄ± 13:30 - 14:20, SalÄ± 14:30 - 15:20","Faculty of Economics, Administrative and Social Sciences",2,NO	
BUSI4573.2,Business Project Management (3),3,6,3 / 35,Åžile,"LMF-316, LMF-316",GAMZE,KARAYAZ,STAFF,"Ã‡arÅŸamba 13:30 - 14:20, Ã‡arÅŸamba 14:30 - 15:20","Faculty of Economics, Administrative and Social Sciences",2,NO	
BUSI4573-L.1,Business Project Management,0,0,10 / 35,Åžile,"D/K-305, D/K-305",GAMZE,KARAYAZ,STAFF,"SalÄ± 15:30 - 16:20, SalÄ± 16:30 - 17:20","Faculty of Economics, Administrative and Social Sciences",2,NO	
